PCODE,Region,Province,Municipality_City,Prelim_2012,Pov_2012,SE_2012,CoV_2012,Con_90lower_2012,Con_90upper_2012,Pov_2009,SE_2009,CoV_2009,Pov_2006,SE_2006,CoV_2006
PH124715000,Region XII,North Cotabato,Antipas,FALSE,41.08,5,12.17137293,32.855,49.305,30.9,4.6,14.9,33.3,4.8,14.5
PH124716000,Region XII,North Cotabato,Banisilan,FALSE,45.42,4.76,10.47996477,37.5898,53.2502,43.8,4.5,10.2,48.4,6.2,12.9
PH124717000,Region XII,North Cotabato,Aleosan,FALSE,58.15,5.13,8.822012038,49.71115,66.58885,47.1,5.1,10.8,45.6,5.3,11.5
PH124718000,Region XII,North Cotabato,Arakan,FALSE,53.9,4.11,7.625231911,47.13905,60.66095,48.0,4.7,9.8,45.8,4.2,9.2
PH126302000,Region XII,South Cotabato,Banga,FALSE,30.85,3.83,12.41491086,24.54965,37.15035,31.3,3.6,11.4,30.6,3.5,11.3
PH126303000,Region XII,South Cotabato,General Santos,FALSE,19.3,3.44,17.8238342,13.6412,24.9588,22.5,2.9,13.1,16.7,2.9,17.1
PH126306000,Region XII,South Cotabato,Koronodal City,FALSE,21.71,2.84,13.08152925,17.0382,26.3818,21.7,2.7,12.5,19.9,3.0,15.2
PH126311000,Region XII,South Cotabato,Norala,FALSE,28.52,4.57,16.02384292,21.00235,36.03765,33.1,4.1,12.5,26.3,3.5,13.3
PH126312000,Region XII,South Cotabato,Polomolok,FALSE,22.83,4.37,19.14148051,15.64135,30.01865,22.8,3.4,15.1,21.2,3.8,17.9
PH126313000,Region XII,South Cotabato,Surallah,FALSE,32,3.8,11.875,25.749,38.251,30.5,3.4,11.1,27.1,3.8,14.1
PH126314000,Region XII,South Cotabato,Tampakan,FALSE,37.26,4.35,11.6747182,30.10425,44.41575,33.1,3.9,11.9,31.4,4.2,13.5
PH126315000,Region XII,South Cotabato,Tantangan,FALSE,35.41,4.6,12.9906806,27.843,42.977,38.2,4.4,11.5,31.0,4.4,14.3
PH126316000,Region XII,South Cotabato,T'boli,FALSE,60.21,4.55,7.556884238,52.72525,67.69475,52.7,3.8,7.3,49.8,4.9,9.9
PH126317000,Region XII,South Cotabato,Tupi,FALSE,32.93,3.88,11.78256909,26.5474,39.3126,34.7,4.5,12.8,32.6,3.6,11.0
PH126318000,Region XII,South Cotabato,Santo Nino,FALSE,27.95,5.03,17.99642218,19.67565,36.22435,32.1,4.7,14.5,28.1,5.3,19.0
PH126319000,Region XII,South Cotabato,Lake Sebu,FALSE,63.47,6.66,10.49314637,52.5143,74.4257,52.8,5.6,10.5,55.1,7.3,13.2
PH126501000,Region XII,Sultan Kudarat,Bagumbayan,FALSE,47.63,4.24,8.901952551,40.6552,54.6048,46.9,4.5,9.5,41.9,4.6,11.0
PH126502000,Region XII,Sultan Kudarat,Colombio,FALSE,54.67,4.34,7.938540333,47.5307,61.8093,54.4,5.7,10.5,45.5,5.6,12.4
PH126503000,Region XII,Sultan Kudarat,Esperanza,FALSE,38.57,3.34,8.659579984,33.0757,44.0643,33.2,3.5,10.5,31.3,5.3,17.0
PH126504000,Region XII,Sultan Kudarat,Isulan,FALSE,29.94,3.87,12.9258517,23.57385,36.30615,26.8,3.3,12.3,25.5,3.6,14.3
PH126505000,Region XII,Sultan Kudarat,Kalamansig,FALSE,50.98,5.01,9.827383288,42.73855,59.22145,50.6,4.9,9.6,47.3,4.9,10.3
PH126506000,Region XII,Sultan Kudarat,Lebak,FALSE,50.92,3.83,7.521602514,44.61965,57.22035,46.0,3.7,8.1,37.1,3.4,9.1
PH126507000,Region XII,Sultan Kudarat,Lutayan,FALSE,51.25,4.76,9.287804878,43.4198,59.0802,51.1,5.6,11.0,58.8,6.7,11.5
PH126508000,Region XII,Sultan Kudarat,Lambayong,FALSE,42.08,3.46,8.22243346,36.3883,47.7717,41.4,3.9,9.4,34.2,3.7,10.9
PH126509000,Region XII,Sultan Kudarat,Palimbang,FALSE,57.58,5.58,9.690864884,48.4009,66.7591,63.7,4.0,6.2,50.0,5.5,10.9
PH126510000,Region XII,Sultan Kudarat,President Quirino,FALSE,32.74,3.36,10.26267563,27.2128,38.2672,31.7,4.2,13.1,31.9,4.6,14.3
PH126511000,Region XII,Sultan Kudarat,Tacurong City,FALSE,22.15,3.2,14.4469526,16.886,27.414,18.5,2.5,13.6,19.6,2.8,14.3
PH126512000,Region XII,Sultan Kudarat,Sen. Ninoy Aquino,FALSE,54.6,4.77,8.736263736,46.75335,62.44665,47.6,4.6,9.6,40.9,3.8,9.2
PH128001000,Region XII,Sarangani,Alabel,FALSE,45.88,5.22,11.37750654,37.2931,54.4669,41.0,4.9,12.0,32.3,5.5,17.0
PH128002000,Region XII,Sarangani,Glan,FALSE,49.03,4,8.158270447,42.45,55.61,47.0,4.2,8.8,37.2,3.3,8.8
PH128003000,Region XII,Sarangani,Kiamba,FALSE,36.42,4.18,11.47721032,29.5439,43.2961,45.0,4.9,11.0,31.3,4.3,13.6
PH128004000,Region XII,Sarangani,Maasim,FALSE,44.09,5.01,11.36312089,35.84855,52.33145,52.2,5.8,11.2,37.7,5.0,13.2
PH128005000,Region XII,Sarangani,Maitum,FALSE,39.77,3.8,9.55494091,33.519,46.021,42.8,4.2,9.9,32.5,4.0,12.2
PH128006000,Region XII,Sarangani,Malapatan,FALSE,53.11,5.52,10.39352288,44.0296,62.1904,54.1,6.0,11.0,43.9,7.0,15.9
PH128007000,Region XII,Sarangani,Malungon,FALSE,47.04,4.67,9.927721088,39.35785,54.72215,45.3,4.1,9.0,37.9,3.8,10.0
PH129804000,Region XII,Cotabato City,Cotobato City,FALSE,29.71,2.77,9.323460114,25.15335,34.26665,26.9,5.4,18.4,21.1,3.5,16.4
PH150702000,ARMM,Basilan,Lamitan,FALSE,31.94,3.19,9.987476518,26.69245,37.18755,17.5,3.6,20.4,33.8,5.7,16.8
PH150703000,ARMM,Basilan,Lantawan,FALSE,34.76,4.64,13.34867664,27.1272,42.3928,25.2,4.3,17.2,47.0,7.8,16.6
PH150704000,ARMM,Basilan,Maluso,FALSE,37.52,5.34,14.23240938,28.7357,46.3043,39.2,6.7,17.0,48.0,8.1,17.0
PH150705000,ARMM,Basilan,Sumisip,FALSE,52.81,6.24,11.81594395,42.5452,63.0748,29.4,4.9,16.8,49.6,6.8,13.7
PH150706000,ARMM,Basilan,Tipo-Tipo,FALSE,35.09,5.88,16.7569108,25.4174,44.7626,28.0,6.3,22.4,38.7,8.9,23.1
PH150707000,ARMM,Basilan,Tuburan,FALSE,43.46,5.97,13.73676944,33.63935,53.28065,37.6,7.4,19.7,50.7,12.3,24.2
PH150708000,ARMM,Basilan,Akbar,FALSE,53.92,7.49,13.89094955,41.59895,66.24105,32.7,7.0,21.3,41.4,12.9,31.1
PH150709000,ARMM,Basilan,Al-barka,FALSE,57.02,8.07,14.1529288,43.74485,70.29515,27.0,5.0,18.5,45.5,9.6,21.1
PH150710000,ARMM,Basilan,Hadji Mohammad Ajul,FALSE,45.53,6.25,13.72721283,35.24875,55.81125,30.5,5.4,17.8,48.3,9.6,20.0
PH150711000,ARMM,Basilan,Ungkaya Pukan,FALSE,48.66,6.64,13.64570489,37.7372,59.5828,26.5,5.8,21.8,47.0,10.0,21.4
PH150712000,ARMM,Basilan,Hadju Muhtamad,FALSE,45.71,7.37,16.12338657,33.58635,57.83365,35.5,6.6,18.6,-,-,-
PH150713000,ARMM,Basilan,Tabuan-Lasa,FALSE,51.56,7.6,14.74010861,39.058,64.062,40.3,7.4,18.3,-,-,-
PH153601000,ARMM,Lanao del Sur,Bacolod-Kalawi,FALSE,84.76,5.64,6.654082114,75.4822,94.0378,29.4,4.1,13.9,33.6,9.1,27.0
PH153602000,ARMM,Lanao del Sur,Balabagan,FALSE,53.89,5.21,9.6678419,45.31955,62.46045,34.4,4.7,13.6,28.7,6.8,23.7
PH153603000,ARMM,Lanao del Sur,Balindong (Watu),FALSE,63.55,5.79,9.110936271,54.02545,73.07455,42.9,7.0,16.3,36.8,9.1,24.6
PH153604000,ARMM,Lanao del Sur,Bayang,FALSE,69.8,5.67,8.123209169,60.47285,79.12715,33.9,4.9,14.5,36.5,9.1,25.0
PH153605000,ARMM,Lanao del Sur,Binidayan,FALSE,63.85,5.18,8.112764291,55.3289,72.3711,36.8,5.7,15.5,25.3,7.2,28.4
PH153606000,ARMM,Lanao del Sur,Bubong,FALSE,52.88,7.35,13.89939486,40.78925,64.97075,42.6,7.0,16.5,35.0,10.1,28.7
PH153607000,ARMM,Lanao del Sur,Butig,FALSE,58.91,5.75,9.760651842,49.45125,68.36875,37.1,6.1,16.4,30.6,7.6,24.8
PH153609000,ARMM,Lanao del Sur,Ganassi,FALSE,68.84,5.5,7.989540965,59.7925,77.8875,34.8,4.9,14.0,30.2,7.1,23.4
PH153610000,ARMM,Lanao del Sur,Kapai,FALSE,74.76,6.16,8.239700375,64.6268,84.8932,43.0,6.5,15.1,41.7,11.2,26.8
PH153611000,ARMM,Lanao del Sur,Lumba-Bayabao (Maguing),FALSE,74,5.64,7.621621622,64.7222,83.2778,38.8,5.7,14.8,24.3,5.6,22.9
PH153612000,ARMM,Lanao del Sur,Lumbatan,FALSE,59.43,5.07,8.531044927,51.08985,67.77015,36.8,4.7,12.8,34.0,10.8,31.9
PH153613000,ARMM,Lanao del Sur,Madalum,FALSE,60.87,5.14,8.444225398,52.4147,69.3253,32.6,4.5,13.9,27.9,6.1,21.9
PH153614000,ARMM,Lanao del Sur,Madamba,FALSE,66.91,5.28,7.89119713,58.2244,75.5956,46.7,7.0,15.0,23.3,6.4,27.5
PH153615000,ARMM,Lanao del Sur,Malabang,FALSE,68.06,5.56,8.169262416,58.9138,77.2062,37.7,5.1,13.7,28.8,6.8,23.5
PH153616000,ARMM,Lanao del Sur,Marantao,FALSE,60.2,4.46,7.408637874,52.8633,67.5367,29.2,4.7,16.0,33.0,7.7,23.4
PH153617000,ARMM,Lanao del Sur,Marawi City,FALSE,60.04,4.69,7.811459027,52.32495,67.75505,34.5,4.7,13.7,27.6,4.6,16.6
PH153618000,ARMM,Lanao del Sur,Masiu,FALSE,59.45,5.04,8.477712363,51.1592,67.7408,39.4,6.9,17.6,32.8,7.7,23.6
PH153619000,ARMM,Lanao del Sur,Mulondo,FALSE,65.36,5.53,8.460832313,56.26315,74.45685,54.2,10.2,18.8,37.1,10.0,26.8
PH153620000,ARMM,Lanao del Sur,Pagayawan (Tatarikan),FALSE,71.55,5.92,8.273934312,61.8116,81.2884,43.5,7.3,16.7,38.8,9.8,25.2
PH153621000,ARMM,Lanao del Sur,Piagapo,FALSE,81.38,5.48,6.733841239,72.3654,90.3946,37.0,4.4,11.9,38.6,9.0,23.2
PH153622000,ARMM,Lanao del Sur,Poona Bayabao  (Gata),FALSE,64.33,5.15,8.005596145,55.85825,72.80175,28.3,4.7,16.5,31.9,8.1,25.4
PH153623000,ARMM,Lanao del Sur,Pualas,FALSE,72.51,6.65,9.171148807,61.57075,83.44925,27.5,4.7,17.0,25.6,6.2,24.0
PH153624000,ARMM,Lanao del Sur,Ditsaan-Ramain,FALSE,67.04,5.47,8.159307876,58.04185,76.03815,41.9,6.1,14.6,33.0,7.5,22.6
PH153625000,ARMM,Lanao del Sur,Saguiaran,FALSE,72.04,6.15,8.536923931,61.92325,82.15675,33.2,4.4,13.4,37.4,9.8,26.3
PH153626000,ARMM,Lanao del Sur,Tamparan,FALSE,68.3,5.59,8.184480234,59.10445,77.49555,39.9,5.8,14.6,30.3,7.1,23.5
PH153627000,ARMM,Lanao del Sur,Taraka,FALSE,67.81,5.47,8.066656835,58.81185,76.80815,38.0,5.4,14.3,30.9,8.4,27.2
PH153628000,ARMM,Lanao del Sur,Tubaran,FALSE,51.72,5.38,10.40216551,42.8699,60.5701,44.4,7.3,16.4,40.3,9.0,22.4
PH153629000,ARMM,Lanao del Sur,Tugaya,FALSE,68.41,5.71,8.346732934,59.01705,77.80295,45.3,7.9,17.4,39.7,11.8,29.7
PH153630000,ARMM,Lanao del Sur,Wao,FALSE,73.8,6.16,8.346883469,63.6668,83.9332,25.5,4.2,16.4,27.6,6.3,22.8
PH153631000,ARMM,Lanao del Sur,Marogong,FALSE,76.19,6.88,9.030056438,64.8724,87.5076,46.2,7.5,16.2,46.1,11.0,23.8
PH153632000,ARMM,Lanao del Sur,Calanogas,FALSE,72.52,6.2,8.549365692,62.321,82.719,53.9,10.0,18.6,39.8,9.6,24.1
PH153633000,ARMM,Lanao del Sur,Buadiposo-Buntong,FALSE,52.84,5.85,11.07115821,43.21675,62.46325,38.6,5.8,15.0,31.0,8.6,27.6
PH153634000,ARMM,Lanao del Sur,Maguing,FALSE,58.76,5.31,9.0367597,50.02505,67.49495,29.9,4.1,13.6,33.0,7.3,22.1
PH153635000,ARMM,Lanao del Sur,Sultan Gumander,FALSE,72.71,5.59,7.688075918,63.51445,81.90555,47.3,6.8,14.5,40.5,10.2,25.1
PH153636000,ARMM,Lanao del Sur,Lumbayanague,FALSE,81.88,5.6,6.839276991,72.668,91.092,55.7,9.7,17.4,30.1,7.9,26.3
PH153637000,ARMM,Lanao del Sur,Bumbaran,FALSE,62.68,4.4,7.019783025,55.442,69.918,37.8,6.3,16.6,34.1,7.9,23.2
PH153638000,ARMM,Lanao del Sur,Tagoloan II,FALSE,60.75,5.88,9.679012346,51.0774,70.4226,59.3,9.3,15.6,45.7,13.3,29.0
PH153639000,ARMM,Lanao del Sur,Kapatagan,FALSE,60.44,5.1,8.43812045,52.0505,68.8295,32.3,4.8,14.8,29.4,7.7,26.3
PH153640000,ARMM,Lanao del Sur,Sultan Dumalondong,FALSE,72.98,5.83,7.988489997,63.38965,82.57035,51.4,10.5,20.4,46.0,15.6,33.9
PH153641000,ARMM,Lanao del Sur,Lumbaca-Unayan,FALSE,76.47,6.94,9.075454427,65.0537,87.8863,36.0,6.9,19.1,34.8,11.0,31.6
PH153801000,ARMM,Maguindanao,Ampatuan,FALSE,63.3,8.07,12.74881517,50.02485,76.57515,51.9,6.2,11.9,36.1,9.8,27.1
PH153802000,ARMM,Maguindanao,Buldon,FALSE,65.12,7.58,11.64004914,52.6509,77.5891,53.4,6.9,12.9,45.1,6.9,15.3
PH153803000,ARMM,Maguindanao,Buluan,FALSE,71.67,9.63,13.43658434,55.82865,87.51135,50.7,10.6,20.8,47.3,14.3,30.3
PH153805000,ARMM,Maguindanao,Datu Paglas,FALSE,76.37,9.48,12.41325128,60.7754,91.9646,48.4,5.2,10.8,47.2,8.0,16.9
PH153806000,ARMM,Maguindanao,Datu Piang,FALSE,68.4,8.6,12.57309942,54.253,82.547,52.5,11.4,21.6,56.2,9.0,16.0
PH153807000,ARMM,Maguindanao,Datu Odin Sinsuat (Dinaig),FALSE,62.04,9.45,15.23210832,46.49475,77.58525,45.0,4.5,10.0,44.3,6.6,14.9
PH153808000,ARMM,Maguindanao,Shariff Aguak (Maganoy),FALSE,74.49,9.25,12.4177742,59.27375,89.70625,56.9,8.4,14.8,54.2,8.9,16.4
PH153809000,ARMM,Maguindanao,Matanog,FALSE,59.32,6.41,10.80579906,48.77555,69.86445,43.7,7.3,16.7,52.5,10.5,20.0
PH153810000,ARMM,Maguindanao,Pagalungan,FALSE,37.47,8.34,22.25780624,23.7507,51.1893,46.7,6.2,13.2,53.0,8.9,16.9
PH153811000,ARMM,Maguindanao,Parang,FALSE,73.97,9.95,13.45139922,57.60225,90.33775,42.0,5.6,13.4,36.1,6.8,18.9
PH153812000,ARMM,Maguindanao,Sultan Kudarat (Nuling),FALSE,54.66,6.72,12.29418222,43.6056,65.7144,50.0,3.6,7.2,50.1,5.6,11.2
PH153813000,ARMM,Maguindanao,Sultan Sa Barongis (Lambayong),FALSE,66.49,8.68,13.05459468,52.2114,80.7686,61.1,6.1,10.0,61.8,10.1,16.3
PH153814000,ARMM,Maguindanao,Kabuntalan (Tumbao),FALSE,57.58,8.39,14.57103161,43.77845,71.38155,62.8,6.4,10.1,51.3,8.9,17.3
PH153815000,ARMM,Maguindanao,Upi,FALSE,66.39,8.85,13.33032083,51.83175,80.94825,34.8,5.1,14.8,49.0,7.7,15.7
PH153816000,ARMM,Maguindanao,Talayan,FALSE,80.28,8.06,10.03986049,67.0213,93.5387,50.9,5.7,11.1,56.7,9.1,16.1
PH153817000,ARMM,Maguindanao,South Upi,FALSE,68.7,8.64,12.57641921,54.4872,82.9128,42.9,6.9,16.2,53.5,10.0,18.7
PH153818000,ARMM,Maguindanao,Barira,FALSE,43.69,6.91,15.8159762,32.32305,55.05695,39.9,5.3,13.2,46.7,8.5,18.2
PH153819000,ARMM,Maguindanao,Gen. S. K. Pendatun,FALSE,52.32,9.08,17.35474006,37.3834,67.2566,61.0,6.1,10.1,62.6,8.1,12.9
PH153820000,ARMM,Maguindanao,Mamasapano,FALSE,73.65,8.33,11.31025119,59.94715,87.35285,55.8,7.5,13.5,59.0,10.1,17.2
PH153821000,ARMM,Maguindanao,Talitay,FALSE,77.14,7.82,10.1374125,64.2761,90.0039,51.9,7.9,15.1,63.0,9.4,14.9
PH153822000,ARMM,Maguindanao,Pagagawan,FALSE,76.22,8.56,11.23064812,62.1388,90.3012,53.0,6.0,11.4,50.7,9.0,17.8
PH153823000,ARMM,Maguindanao,Paglat,FALSE,69.6,8.38,12.04022989,55.8149,83.3851,61.1,7.3,12.0,62.4,14.5,23.3
PH153824000,ARMM,Maguindanao,Sultan Mastura,FALSE,62.82,9.32,14.83603948,47.4886,78.1514,44.4,6.4,14.5,48.3,8.7,18.0
PH153825000,ARMM,Maguindanao,Guindulungan,FALSE,75.77,10.15,13.39580309,59.07325,92.46675,64.5,6.5,10.0,60.5,8.7,14.4
PH153826000,ARMM,Maguindanao,Datu Saudi-Ampatuan,FALSE,82.96,8.49,10.23384764,68.99395,96.92605,43.4,7.9,18.3,53.2,8.3,15.6
PH153827000,ARMM,Maguindanao,Datu Unsay,FALSE,70.91,8.65,12.19856156,56.68075,85.13925,47.1,9.9,21.1,63.0,10.8,17.1
PH153828000,ARMM,Maguindanao,Datu Abdullah Sangki,FALSE,68.6,9.3,13.55685131,53.3015,83.8985,51.0,7.0,13.7,43.4,10.1,23.2
PH153829000,ARMM,Maguindanao,Rajah Buayan,FALSE,70.5,8.88,12.59574468,55.8924,85.1076,53.9,6.2,11.6,55.5,11.2,20.2
PH153830000,ARMM,Maguindanao,Datu Blah T. Sinsuat,FALSE,66.81,10.22,15.29711121,49.9981,83.6219,48.7,6.3,13.0,56.9,10.5,18.5
PH153831000,ARMM,Maguindanao,Datu Anggal Midtimbang,FALSE,74.79,8.61,11.51223426,60.62655,88.95345,57.0,8.0,14.0,52.5,11.4,21.8
PH153832000,ARMM,Maguindanao,Mangudadatu,FALSE,64.71,10.14,15.66991191,48.0297,81.3903,56.9,7.0,12.4,62.6,13.4,21.4
PH153833000,ARMM,Maguindanao,Pandag,FALSE,70.22,10.46,14.89604101,53.0133,87.4267,66.8,7.7,11.5,61.6,11.1,17.9
PH153834000,ARMM,Maguindanao,Northern Kabuntalan,FALSE,63.95,9.58,14.98045348,48.1909,79.7091,41.2,6.1,14.8,47.4,7.8,16.3
PH153835000,ARMM,Maguindanao,Datu Hoffer Ampatuan,FALSE,69,9.47,13.72463768,53.42185,84.57815,49.1,8.1,16.4,-,-,-
PH153836000,ARMM,Maguindanao,Datu Salibo,FALSE,74.17,8.86,11.94553054,59.5953,88.7447,52.5,6.0,11.4,-,-,-
PH153837000,ARMM,Maguindanao,Shariff Saydona Mustapha,FALSE,66.01,8.15,12.34661415,52.60325,79.41675,51.2,7.8,15.2,-,-,-
PH156601000,ARMM,Sulu,Indanan,FALSE,64.71,8.64,13.35187761,50.4972,78.9228,42.7,5.4,12.8,54.2,6.7,12.3
PH156602000,ARMM,Sulu,Jolo,FALSE,48.37,4.79,9.902832334,40.49045,56.24955,46.1,7.8,17.0,43.3,12.2,28.1
PH156603000,ARMM,Sulu,Kalingalan Caluang,FALSE,42.6,11.06,25.96244131,24.4063,60.7937,48.3,7.5,15.6,65.0,10.9,16.8
PH156604000,ARMM,Sulu,Luuk,FALSE,46.34,8.62,18.60164005,32.1601,60.5199,47.9,6.9,14.5,70.2,8.0,11.4
PH156605000,ARMM,Sulu,Maimbung,FALSE,56,8.31,14.83928571,42.33005,69.66995,51.9,5.6,10.8,57.2,9.5,16.5
PH156606000,ARMM,Sulu,Hadji Panglima Tahil (Marunggas),FALSE,49.63,6.1,12.29095305,39.5955,59.6645,53.2,10.5,19.7,60.9,14.8,24.4
PH156607000,ARMM,Sulu,Old Panamao,FALSE,48.31,7.37,15.25564065,36.18635,60.43365,55.9,7.0,12.5,55.3,9.4,17.0
PH156608000,ARMM,Sulu,Pangutaran,FALSE,51.85,10.86,20.94503375,33.9853,69.7147,49.3,5.9,12.0,50.9,10.1,19.9
PH156609000,ARMM,Sulu,Parang,FALSE,48.44,5.65,11.66391412,39.14575,57.73425,53.2,5.1,9.5,54.7,7.4,13.5
PH156610000,ARMM,Sulu,Pata,FALSE,52.13,7.02,13.46633416,40.5821,63.6779,52.6,7.4,14.1,52.8,10.2,19.4
PH156611000,ARMM,Sulu,Patikul,FALSE,48,5.48,11.41666667,38.9854,57.0146,37.0,5.3,14.3,44.6,8.2,18.4
PH156612000,ARMM,Sulu,Siasi,FALSE,55.79,6.59,11.81215272,44.94945,66.63055,46.1,4.6,9.9,59.7,8.9,14.9
PH156613000,ARMM,Sulu,Talipao,FALSE,42.89,6.01,14.01259035,33.00355,52.77645,59.8,5.1,8.5,51.2,6.9,13.4
PH156614000,ARMM,Sulu,Tapul,FALSE,43.59,4.75,10.89699472,35.77625,51.40375,52.4,5.9,11.4,57.7,9.7,16.9
PH156615000,ARMM,Sulu,Tongkil,FALSE,43.98,6,13.6425648,34.11,53.85,51.2,6.4,12.5,69.8,8.5,12.2
PH156616000,ARMM,Sulu,Panglima Estino (New Panamao),FALSE,44.32,6.32,14.2599278,33.9236,54.7164,68.7,8.0,11.6,51.9,9.4,18.1
PH156617000,ARMM,Sulu,Lugus,FALSE,67.21,8.13,12.09641422,53.83615,80.58385,50.1,6.4,12.7,54.4,10.7,19.7
PH156618000,ARMM,Sulu,Pandami,FALSE,41.96,5.63,13.41754051,32.69865,51.22135,49.2,6.3,12.7,57.0,9.7,17.1
PH156619000,ARMM,Sulu,Omar,FALSE,48.81,6.25,12.80475312,38.52875,59.09125,50.8,9.9,19.4,-,-,-
PH157001000,ARMM,Tawi-tawi,Panglima Sugala (Balimbing),FALSE,53.98,9.36,17.33975546,38.5828,69.3772,44.9,6.6,14.6,52.8,9.5,18.0
PH157002000,ARMM,Tawi-tawi,Bongao,FALSE,41.7,6.7,16.06714628,30.6785,52.7215,27.7,4.1,15.0,39.4,6.2,15.8
PH157003000,ARMM,Tawi-tawi,Mapun (Cagayan De Tawi-Tawi),FALSE,30.57,4.49,14.68760222,23.18395,37.95605,35.2,5.7,16.2,46.2,8.1,17.5
PH157004000,ARMM,Tawi-tawi,Simunul,FALSE,42.46,6.88,16.20348563,31.1424,53.7776,30.4,5.7,18.6,32.4,8.2,25.3
PH157005000,ARMM,Tawi-tawi,Sitangkai,FALSE,23.79,5.14,21.60571669,15.3347,32.2453,31.7,7.5,23.8,36.6,9.1,24.8
PH157006000,ARMM,Tawi-tawi,South Ubian,FALSE,27.94,6.19,22.15461704,17.75745,38.12255,36.4,4.7,12.8,43.7,7.8,17.8
PH157007000,ARMM,Tawi-tawi,Tandubas,FALSE,27.55,4.29,15.57168784,20.49295,34.60705,35.3,6.1,17.4,45.2,8.4,18.6
PH157008000,ARMM,Tawi-tawi,Turtle Islands,FALSE,30.38,5.96,19.61816985,20.5758,40.1842,28.6,13.0,45.4,43.4,18.9,43.6
PH157009000,ARMM,Tawi-tawi,Languyan,FALSE,32.05,13.35,41.65366615,10.08925,54.01075,38.0,6.5,17.1,40.0,7.0,17.4
PH157010000,ARMM,Tawi-tawi,Sapa-Sapa,FALSE,33.32,5.85,17.55702281,23.69675,42.94325,37.2,5.3,14.2,45.7,8.7,19.1
PH157011000,ARMM,Tawi-tawi,Sibutu,FALSE,31.5,6.05,19.20634921,21.54775,41.45225,38.9,6.9,17.6,34.7,7.8,22.6
PH160201000,Caraga,Agusan del Norte,Buenavista,FALSE,30.76,3.09,10.04551365,25.67695,35.84305,38.0,3.2,8.5,34.1,3.3,9.7
PH160202000,Caraga,Agusan del Norte,Butuan City,FALSE,18.65,1.87,10.02680965,15.57385,21.72615,27.6,1.8,6.3,24.6,2.2,8.9
PH160203000,Caraga,Agusan del Norte,Cabadbaran,FALSE,24.87,2.33,9.36871733,21.03715,28.70285,28.4,2.7,9.6,28.0,3.4,12.1
PH160204000,Caraga,Agusan del Norte,Carmen,FALSE,37.66,4.71,12.50663834,29.91205,45.40795,40.6,5.2,12.7,37.1,5.1,13.8
PH160205000,Caraga,Agusan del Norte,Jabonga,FALSE,48.1,3.81,7.920997921,41.83255,54.36745,45.7,3.7,8.1,48.6,5.0,10.3
PH160206000,Caraga,Agusan del Norte,Kitcharao,FALSE,40.03,4.38,10.94179365,32.8249,47.2351,39.9,4.0,10.0,39.0,6.9,17.7
PH160207000,Caraga,Agusan del Norte,Las Nieves,FALSE,59.41,4.96,8.348762835,51.2508,67.5692,53.0,3.5,6.6,52.3,5.3,10.1
PH160208000,Caraga,Agusan del Norte,Magallanes,FALSE,25.85,4.11,15.89941973,19.08905,32.61095,28.6,4.3,15.1,34.2,4.6,13.3
PH160209000,Caraga,Agusan del Norte,Nasipit,FALSE,20.73,2.61,12.59044863,16.43655,25.02345,28.3,3.1,10.9,23.0,2.9,12.7
PH160210000,Caraga,Agusan del Norte,Santiago,FALSE,40.54,5.08,12.53083374,32.1834,48.8966,47.7,4.9,10.2,55.5,7.0,12.5
PH160211000,Caraga,Agusan del Norte,Tubay,FALSE,42.67,3.72,8.718068901,36.5506,48.7894,39.2,4.1,10.5,39.6,5.0,12.6
PH160212000,Caraga,Agusan del Norte,Remedios T. Romualdez,FALSE,36.07,4.39,12.17077904,28.84845,43.29155,41.0,4.7,11.5,38.3,5.0,13.1
PH160301000,Caraga,Agusan del Sur,Bayugan,FALSE,35.85,2.62,7.308228731,31.5401,40.1599,48.4,3.1,6.3,46.1,3.1,6.7
PH160302000,Caraga,Agusan del Sur,Bunawan,FALSE,39.1,4.37,11.17647059,31.91135,46.28865,54.2,3.8,7.1,60.8,5.4,8.9
PH160303000,Caraga,Agusan del Sur,Esperanza,FALSE,52.85,3.11,5.884578997,47.73405,57.96595,61.9,2.7,4.4,66.9,3.6,5.4
PH160304000,Caraga,Agusan del Sur,La Paz,FALSE,52.82,4.42,8.368042408,45.5491,60.0909,66.7,3.9,5.9,74.2,4.7,6.3
PH160305000,Caraga,Agusan del Sur,Loreto,FALSE,48.58,4.25,8.748456155,41.58875,55.57125,56.9,3.9,6.9,70.3,4.0,5.7
PH160306000,Caraga,Agusan del Sur,Prosperidad,FALSE,39.29,2.96,7.533723594,34.4208,44.1592,52.8,3.1,5.8,53.5,3.6,6.7
PH160307000,Caraga,Agusan del Sur,Rosario,FALSE,39.97,4.94,12.35926945,31.8437,48.0963,48.2,4.8,10.0,56.0,5.3,9.5
PH160308000,Caraga,Agusan del Sur,San Francisco,FALSE,30.79,2.23,7.242611237,27.12165,34.45835,39.7,2.6,6.4,41.9,2.9,6.8
PH160309000,Caraga,Agusan del Sur,San Luis,FALSE,55.67,3.39,6.089455721,50.09345,61.24655,62.0,2.8,4.5,69.7,3.7,5.3
PH160310000,Caraga,Agusan del Sur,Santa Josefa,FALSE,36.02,3.7,10.27207107,29.9335,42.1065,53.3,3.7,6.9,54.0,4.4,8.1
